title,link,text,is_fake
Сроки добровольной сдачи криптовалюты государству продлили до 1 января,https://panorama.pub/news/sroki-dobrovolnoj-sdaci-kriptovaluty-gosudarstvu,"Государство пошло навстречу гражданам и разрешило им добровольно сдать имеющуюся у них криптовалюту до 1 января 2026 года – в этом случае к владельцам активов не будут применены никакие санкции, связанные непосредственно с фактом владения цифровыми активами. Ранее дедлайн был установлен на 1 октября 2025 года, однако возможностью пока воспользовались немногие.Сдавать активы необходимо, явившись в территориальный орган Федеральной налоговой службы с заранее написанным заявлением, в котором подробно излагаются обстоятельства, при которых лицо завладело криптовалютой, и фиксируется факт раскаяния и осознания противоправности своих действий. Ключи от кошельков необходимо переписать на отдельном листе бумаги и сдать в двух экземплярах (разрешается ксерокопирование).«Под добровольной сдачей криптовалютных активов следует понимать выдачу лицом указанных реквизитов по своей воле или сообщение органам власти о доверенном лице, которое ими располагает, при реальной возможности дальнейшего хранения активов. Не может признаваться добровольной сдачей криптовалюты её изъятие при задержании или при производстве следственных действий по её обнаружению и изъятию», – предупредили россиян.К программе по выявлению цифровых активов также активно привлекают пенсионеров – в отделениях социальных служб и на почте им раздают памятки о том, как по словам в услышанных разговорах и изменившемуся поведению выявить среди родственников лиц, хранящих криптовалюту, и как безопасно сообщить о них. Представители старшего поколения, которые помогут выявить и изъять крупные суммы в криптовалютах, получат импортные наручные часы (производство P.R.C.) с памятной гравировкой и письменную благодарность от органов государственной власти.",1
ЦРУ: Китай построил 40-миллионный город из пенопласта для имитации экономического роста,https://panorama.pub/news/cru-kitaj-postroil-40-millionnyj,"Американская разведка сообщила о плачевном состоянии китайской экономики. По данным ЦРУ, в КНР возведен гигантский мегаполис, полностью состоящий из пенопласта.Цель строительства – создание иллюзии процветания и экономического благополучия для внешнего мира. В городе-муляже проживают подставные жители, а вся инфраструктура, включая автомобили и магазины, выполнена из искусственных материалов. По оценкам ЦРУ, стоимость проекта составляет несколько триллионов долларов.Информация вызвала серьезную обеспокоенность в западных правительствах. Там предполагают, что китайские сухогрузы, якобы перевозящие товары по всему миру, тоже могут оказаться подделками.«Китайцы пошли на крайние меры, чтобы скрыть реальное положение дел. Но мы знаем правду: их экономика – это огромный пенопластовый пузырь, который рано или поздно лопнет», – сообщил анонимный источник в ЦРУ.",1
"Директор Guinness признался в многолетнем плевании в пиво, поставляемое в Россию",https://panorama.pub/news/direktor-guinness-priznalsa-v-mnogoletnem,"Директор пивоваренной компании Guinness Патрик О'Мэлли признался, что протяжении многих лет лично плевал в каждую партию пива, предназначенную для российского рынка. Своё решение он пояснил протестом против политики Кремля, а также сообщил, что ему такой ход подсказала бывшая жена.«Идею подала мне уже бывшая жена Людмила, когда в 2014-м году русские оккупировали Крым и начали сажать за украинский язык в ГУЛАГ, – поясняет директор компании. – Однако прямо мы не могли заявить этого, чтобы не уменьшалась капитализация. Теперь можно сказать правду».При этом директор Guinness подчеркнул, что никоим образом не хотел навредить российским потребителям, а наоборот планировал поддержать их.«Искренне надеюсь, что русские поймут и одобрят моё решение – тем более, они о нём не знали», – резюмировал О'Мэлли.",1
За тёплую погоду в сентябре придётся заплатить налог,https://panorama.pub/news/za-tepluu-pogodu-v-sentabre,"За аномально тёплую погоду в сентябре, наблюдающуюся в отдельных российских регионах, физическим лицам придётся заплатить дополнительный сбор – он составит от 422 до 1268 рублей в зависимости от места проживания, семейного статуса и ряда других параметров. Сейчас готовится соответствующий проект постановления правительства.Как объяснил источник в рабочей группе, климатическая аномалия привела к ощутимой «тряске» в ряде аспектов экономики.«Обычно резко ухудшающиеся погодные условия приводят к различным катаклизмам, коммунальным авариям, повышенному расходу энергоресурсов. Всё это закладывается в детальнейшие планы, которые в этом году оказались сорваны – и это надо компенсировать. С другой стороны, тёплая погода в сентябре и морально, и экономически стимулировала население, у многих подросли доходы, на что тоже должна быть адекватная реакция в контексте налоговой нагрузки», – рассказал собеседник издания.Оплатить новый сбор можно будет в личном кабинете на Госуслугах, при этом для удобства россиян им дадут на это целых два месяца. После истечения крайнего срока на сумму начнут начислять проценты. Власти позаботились о налогоплательщиках и будут регулярно присылать им напоминания на электронную почту, привязанную к аккаунту, а также по SMS и в мессенджеры.",1
Анатолий Чубайс назначен главой «Роскосмоса»,https://panorama.pub/news/cubajs-naznacen-glavoj-roskosmosa,"Премьер-министр России Михаил Мишустин подписал указ о назначении Анатолия Чубайса генеральным директором «Роскосмоса». По информации «Ведомостей», смена руководства государственной корпорации произошла по итогам аудита Счётной палаты — специалисты признали состояние российской космической отрасли неудовлетворительным.«К Чубайсу можно относиться по-разному, но он высококлассный управленец. Таких не то что в России, а и во всём мире – единицы. Поэтому именно он даст второе дыхание всей сфере», – сказал изданию высокопоставленный чиновник.Новый глава «Роскосмоса» поблагодарил премьер-министра за доверие и пообещал «не повторять прошлых ошибок». В ближайшее время топ-менеджер анонсировал новую программу развития отечественной космической промышленности.«Дорожная карта находится в разработке, к концу осени она будет опубликована и вынесена на всеобщее обсуждение. Мы – наследники Королёва и Гагарина, и наш долг – вернуть России лидерство в космосе», – заявил сам Чубайс.",1
"«Tesla сразу станет бесполезной»: выпуск электромобиля «Атом» решили отложить, чтобы не портить отношения с США",https://panorama.pub/news/tesla-srazu-stanet-bespoleznoj-vypusk,"Топ-менеджер проекта отечественного электромобиля «Атом» Александр Гайдар заявил, что выпуск новинки решено отложить, поскольку у России наметилось улучшение отношений с США – новый электромобиль, как считают разработчики, моментально уничтожит мировой спрос на машины Tesla. Такое объяснение прозвучало в ходе форума «ЭкспортПромТех» в Екатеринбурге.По словам Гайдара, «Атом» целиком готов к производству, но запускать его было бы «нецелесообразно».«Я очень сомневаюсь, что президент США Трамп, с которым мы сейчас дружим всей страной, обрадуется, если у его ближайшего соратника Маска начнутся проблемы с экспортом машин Tesla, – сказал он. – Как только мы выпускаем «Атом», Tesla сразу уйдёт на свалку истории, станет бесполезной. Поэтому, и только поэтому, мы пока не торопимся – мир ещё не готов к выпуску нашего автомобиля».Управленец также отверг слухи о том, что выпуск «Атома» не удаётся освоить из-за проблем с локализацией электроники – все необходимые компоненты, говорит он, уже готовы выпускать в России. Закуплена оснастка, созданы технологические линии, но партнёры пока «согласились с недопустимостью разрушения налаженных политических связей» и готовы подождать.",1
Роспотребнадзор изъял и уничтожил 520 тонн плесневелого сыра,https://panorama.pub/news/rospotrebnadzor-izal-i-unictozil,"Роспотребнадзор завершил масштабную внеплановую проверку молочной продукции
в 78 субъектах РФ, в ходе которой было изъято и уничтожено 520 тонн плесневелого сыра. Несмотря на то что часть партий формально находилась в
пределах установленного срока годности, лабораторные исследования показали, что в 62% изъятых образцов обнаружены штаммы грибков рода Penicillium Candidum, Сamemberti, Roqueforti и Brevibacterium linens, способные вызывать аллергические реакции, микотоксикозы и нарушения работы ЖКТ.Проверка была инициирована после многочисленных жалоб граждан
на появление зелёной, чёрной, красной, белой и синей плесени на поверхности сыров.«Срок годности – это не абсолютная гарантия безопасности. Он рассчитан для идеальных условий хранения и транспортировки, но если нарушена холодовая цепь,
если упаковка повреждена или сыр хранился при повышенной влажности, плесень
может появиться и на условно свежем продукте», – пояснили в ведомстве.Сыры, изъятые в основном из крупных торговых сетей, были утилизированы методом
термической обработки на лицензированных полигонах в присутствии контролирующих
органов. Обычная процедура раздавливания бульдозером вызывала «серьёзные опасения» – откопанная продукция могла снова поступить в продажу.Роспотребнадзор также ввёл усиленный контроль за молочной продукцией: с ноября 2025 года все партии сыра, поступающие в розничную сеть, будут проходить
обязательный экспресс-анализ на наличие микотоксинов и плесени. В следующем квартале ведомство намерено провести плановое изъятие прокисших вин избыточно долгого хранения (от 3-5 лет).",1
"Французский акционист, который сжёг 5 чужих автомобилей, отсудил у полиции 90 тысяч евро компенсации за задержание",https://panorama.pub/news/francuzskij-akcionist-kotoryj-szeg,"Известный французский акционист Рафаэль Лапьер выиграл дело против полиции Парижа, которая в 2023 году задержала его при проведении антикапиталистической акции «Великое очищение». В рамках творческого высказывания 47-летний художник разбивал окна в чужих автомобилях в районе Бют-Монмартр, обливал их бензином из канистры и поджигал, но правоохранительные органы приняли его за бездомного под наркотиками и арестовали. Акционисту пришлось провести 9 часов в полицейском участке, прежде чем его не отпустили.Лапьер судился с полицией почти два года – за это время он проиграл иски в двух инстанциях, но выиграл в Высшем апелляционном суде региона Иль-де-Франс. Полицейские настаивали на том, что не могли заранее знать о проведении акции и не обязаны были знать художника в лицо. Кроме того, ранее в рамках досудебного урегулирования полиция и так согласилась уволить сотрудников, участвовавших в задержании, а перед этим заставила их участвовать в «церемонии великих извинений», придуманной самим художником. Несмотря на полное выполнение требований Лапьера, он всё же подал иск на 90 тысяч евро – по 10 тысяч за каждый час, проведённый под арестом.Суд в итоге принял решение, что действия полиции можно было бы считать законными, если бы она действительно задерживала бездомного наркопотребителя, уничтожающего чужое имущество, но фактически же стражи порядка воспрепятствовали гарантированному конституцией праву художника на творческое высказывание и должны компенсировать нанесённый моральный ущерб. Судья также отменила предыдущий приговор, согласно которому Лапьера приговорили к 40 часам исправительных работ за хранение наркотиков, – он доказал, что альфа-метилфентанил нужен был ему для творческих целей, а без него «никакого перформанса не получилось бы».",1
Право россиян на халяву зафиксируют в конституции,https://panorama.pub/news/pravo-rossian-na-halavu-zafiksiruut,"Конституционный суд полностью удовлетворил иск общественного движения «Русская соборность» о признании халявы неотъемлемой частью исторического и духовного наследия народов России.Согласно решению высшего судебного органа, халява – краеугольный камень традиционных ценностей русского народа, поэтому право граждан на её получение должно быть закреплено в Основном законе.Решение Конституционного суда уже вступило в законную силу, теперь Государственная дума и Совет Федерации обязаны в течение 30 календарных внести изменения в законодательство. Депутаты пообещали рассмотреть вопрос «максимально оперативно».Россияне, которым те или иные лица запрещают или препятствуют получению халявы, смогут обратиться по этому вопросу в прокуратуру или Верховный суд.",1
Госдума разрешила россиянам стирать вместе белые и цветные вещи,https://panorama.pub/news/gosduma-razresila-rossianam-stirat-vmeste,"Государственная дума приняла резолюцию, которая официально разрешает россиянам одновременно стирать белую и цветную одежду. Оказалось, что эта проблема волнует миллионы граждан – только за последний год в парламент поступило 10 тысяч обращений россиян по вопросу.«Мы провели все необходимые изыскания и экспертизы, а также посоветовались со специалистами. В современных стиральных машинках не просто можно, а нужно стирать вещи разных цветов вместе. Поэтому если ваша баба разевает варежку по этому вопросу, то покажите ей наше решение», – сказал лидер ЛДПР Леонид Слуцкий.Депутаты планируют не останавливаться на достигнутом и в ближайшее время рассмотрят ещё несколько актуальных вопросов. По информации «Комсомольской правды», парламент планирует разрешить мужчинам разбрасывать носки по квартире, не опускать сиденье унитаза и устраивать «творческий беспорядок».«Парламент наконец-то занялся вещами, которые по-настоящему волнуют нас, российских мужиков. Уверен, что избиратели это оценят», – пишет издание со ссылкой на руководителя одной из фракций.",1
Конгресс США утвердил компромиссную формулировку о «существовании только двух гендеров наравне со всеми остальными»,https://panorama.pub/news/kongress-ssa-utverdil-kompromissnuu-formulirovku,"После ожесточённых дебатов Конгресс США принял компромиссную формулировку о гендерной идентичности – новый билль признаёт «существование только двух гендеров наравне со всеми остальными».Закон, касающийся финансирования образовательных программ, долгое время оставался заблокированным из-за разногласий по вопросу гендерной идентичности. Республиканцы настаивали на существовании только двух полов, в то время как демократы требовали включить в текст закона положения, защищающие права представителей международной организации ЛГБТК+ (внесена в реестр террористических в России). В итоге, была достигнута компромиссная формулировка, которая не удовлетворяет ни одну из сторон в полной мере, но позволяет избежать политического кризиса.Президент Дональд Трамп назвал принятие закона своей личной победой и самым великим законодательным актом в истории США.«Сегодня мы вернули Америке не только традиционную семью, но и здравый смысл, – заявил он. – Теперь все знают, что есть только два гендера, но при этом мы в полной мере уважаем права представителей других, несуществующих гендеров. Несуществующих представителей, если я могу сказать так. Такие моменты – это именно то, что делает эту страну великой».",1
В России запатентовали не имеющий аналогов спрей от самокатчиков,https://panorama.pub/news/v-rossii-zapatentovali-ne-imeusij,"Иркутская компания «СайберПромТех», специализирующаяся на средствах индивидуальной защиты, представила первый в мире спрей от электросамокатчиков. Средство представляет собой аэрозольный баллончик, в который под давлением закачан запатентованный состав с пропеллентом.Производитель утверждает, что его разработка на 40–50% эффективнее против электросамокатчиков, чем традиционные средства борьбы с ними: перцовые спреи, растяжки, гарпуны, ямы с шипами.«Средство создаёт направленную струю, которая бьёт на расстояние до 8 метров при отсутствии ветра, и быстро создаёт облако с высокой концентрацией ирританта, что приводит к дезориентации самокатчика и прекращению движения. Если он едет не один, поражение будет двойным! При точном попадании эффект сохраняется до 2 часов, чего хватит для прибытия соответствующих служб», – говорится в пресс-релизе.Новинка поступит в продажу в ноябре и будет доступна для жителей всех регионов, кроме Москвы, где с 1 января 2025 года горожанам запретили самовольно бороться с самокатчиками. В одной из прокатных компаний уже заявили, что намерены за дополнительную плату выдавать своим клиентам «винтажный защитный аксессуар ГП-7 в стиле индиастриал».",1
В Госдуме запретили СМИ и блогерам использовать фразу «Госдума запретила»,https://panorama.pub/news/v-gosdume-zapretili-smi-i,"Государственная дума единогласно приняла поправки в Кодекс об административных правонарушениях (КоАП), ужесточающие наказание для журналистов и блогеров за злоупотребление свободой слова.По мнению парламентариев, лидеры мнений осознанно искажают большинство инициатив народных избранников и специально создают у россиян негативный образ депутатов. Поэтому в СМИ и блогах с 25 сентября 2025 года запрещено использовать фразу «Госдума запретила».«Откройте любой либеральный, экстремистский, запрещённый Минюстом РФ сайт или паблик, там каждый день публикуются так называемые новости со словами «Госдума запретила». В 99% случаев это наглая ложь и клевета, за которую продажные журналисты должны ответить по закону», – сказала Ирина Буровая.За нарушение новых норм журналистам и блогерам грозит штраф 1-5 млн рублей либо исправительные работы длительностью до трёх тысяч часов.",1
"Для безопасности россиян им запретят пересылать файлы в JPEG, PDF и TXT",https://panorama.pub/news/dla-bezopasnosti-rossian-im-zapretat,"В России с октября усилят цифровую безопасность: теперь рабочим, госструктурам и бизнесу запрещено пересылать документы и изображения с персональными данными россиян через зарубежные облачные сервисы и мессенджеры. Под ограничения могут попасть файлы в популярных форматах — JPEG, PDF и TXT, если они содержат личные сведения и передаются вне российских платформ.Вместо привычной отправки по почте или мессенджерам, компаниям предстоит хранить документы на отечественных серверах и согласовывать передачу с Роскомнадзором. Нарушение требований грозит штрафом от 30 тысяч рублей для физлиц и до 1 млн для организаций.При принятии решений Минцифры руководствовалось соображениями кибербезопасности и борьбы с интернет-мошенничеством. Опираясь на статистику силовиков, чиновники отметили, что именно эти форматы файлов наиболее часто используются хакерами для получения личных данных граждан, а затем нелегального и противоправного использования их.Инспекторы Роскомнадзора и отдела МВД по борьбе с киберпреступлениями получат право на своё усмотрение проверить любой гаджет гражданина на пересылку файлов указанных форматов. Если мошеннические действия не будут выявлены, обвиняемого привлекут к административной ответственности. Чтобы избежать санкций чиновники рекомендовали интернет-пользователям произвести конвертацию файлов в пока ещё разрешённые форматы. Такой функцией с недавнего времени обладает российский мессенджер MAX.",1
"Из Ставропольской краевой думы изгнали депутата, который попробовал в Москве лавандовый раф на кокосовом молоке",https://panorama.pub/news/iz-stavropolskoj-kraevoj-dumy-izgnali,"Ставропольская краевая дума единогласно поддержала инициативу досрочно лишить полномочий 60-летнего депутата от КПРФ Михаила Григорьева в связи с утратой доверия и нарушение Кодекса депутатской этики.В ходе внутреннего расследования было установлено, что народный избранник во время очередной командировки в Москву инкогнито посетил популярную кофейню, где приобрёл лавандовый раф на кокосовом молоке. Полностью осознавая всю порочность своих действий, Григорьев выпил напиток и публично поблагодарил баристу за «прекрасный и вкусный кофе» и оставил ему чаевые.«Нормальный мужик никогда бы не стал добровольно пить это пойло для мужеложцев, а этот извращенец не только употребил, но и похвалил, да ещё и денег дал спекулянту, который готовит подобную отраву», – сказал глава думской комиссии по этике Матвей Платов.Вывести Григорьева на чистую воду удалось благодаря социальным сетям – случайный прохожий зафиксировал посещение кофейни депутатом на камеру телефона, после чего разместил ролик с комментариями в социальных сетях. Видео быстро стало вирусным и в Ставропольскую краевую думу поступило около тысячи обращений от возмущённых граждан.",1
"Россияне, работающие в стратегических отраслях экономики, больше не смогут увольняться по собственному желанию",https://panorama.pub/news/rossiane-rabotausie-v-strategiceskih-otraslah,"Россияне, задействованные в стратегических отраслях экономики, отныне смогут уволиться только по уважительной причине – соответствующие изменения утвердила комиссия правительства по инициативе Минтруда и комитета Госдумы по трудовым ресурсам. К стратегическим относятся не только «оборонка» и топливно-энергетический комплекс, но и гражданское машиностроение, IT, авиация, строительство, металлургия и химпром.Экономисты подсчитали, что ротация кадров наносит существенный ущерб этим отраслям – ежегодно в них сменяется до 20-30% персонала, из-за чего регулярно срываются сроки по важным проектам или выявляются системные недочёты в разработках. По этой причине «собственное желание» больше не считается причиной для ухода.«Причины придумывают разные: у кого-то это отношения с коллективом, кому-то зарплата не нравится – якобы слишком низкая, кто-то не готов работать в северных городах, – поясняет представитель комитета ГД по трудовым ресурсам Ярослав Козлов. – Но отношения с коллективом нужно налаживать, зарплаты у нас нормальные, а работа в суровых климатических условиях закаляет тело и характер. Экономика и интересы государства не должны страдать из-за личных капризов».Параллельно готовится законопроект, который приравняет недобросовестное выполнение рабочих обязанностей в этих отраслях экономики к саботажу и диверсии, – он должен исключить ситуации, когда сотрудник намеренно плохо работает, чтобы его уволили. По словам авторов документа, в обществе есть «большой спрос на наведение порядка во всех отраслях экономики и сильную руку, как при Сталине», и власти стремятся выполнить этот запрос.",1
